           1   5.18308210    
 0.4770427	 0.09196106
 0.1834716	 0.03550391
 0.0588075	 0.01127221
 0.0083602	 0.00160733
-0.0230912	-0.00435106
-0.0898896	-0.04472081
 0.0667984	 0.04036976
 0.3243933	 0.09007807
 0.3270224	 0.09073792
 0.4755017	 0.13018058
 0.0177239	 0.01408908
 0.0788495	 0.01851894
 0.0099224	 0.00526246
 0.0696789	 0.01676675
 0.0225096	 0.00481316
-0.0880955	-0.06935536
-0.0334551	-0.03345510
 0.0122097	-0.02460847
-0.1156264	-0.11562641
-0.2794013	-0.14725806
 0.0337338	 0.03373384
 0.0821713	 0.08217128
 0.0484374	 0.04843743
 0.0484374	 0.04843743
 0.0484374	 0.04843743
 0.0562489	 0.04995671
-0.0626333	-0.05119800
-0.0126121	-0.00795211
-0.0224190	-0.01484835
-0.0589881	-0.01280162
 0.0547561	 0.05475608
 0.0484374	 0.04843743
-0.0209741	-0.01905879
 0.0190589	 0.01905891
 0.0190589	 0.01905891
-0.0121160	-0.01211600
-0.0155333	-0.01136187
 0.1227274	 0.11479734
-0.0063842	-0.00638423
-0.0042026	-0.00420256
 0.0097021	 0.00970209
 0.0264334	 0.03968221
 0.0000000	 0.00191527
-0.0441627	 0.00365392
 0.2629940	 0.13395095
 0.0783274	 0.05400896
-0.1539548	-0.13851504
 0.0982454	 0.09824542
 0.0624671	 0.06246711
 0.0185944	 0.01859437
-0.0498080	-0.04980798
-0.0498080	-0.04980798
-0.0514658	-0.05146583
