           1   4.92081165    
-0.2728531	-0.18622315
-0.0866517	-0.03856143
-0.1692380	-0.06986940
-0.1603007	-0.07844482
-0.1457978	-0.06394193
-0.2887664	-0.20691046
 0.2571951	 0.09954910
 0.4394656	 0.11408162
 0.2421030	 0.10031960
-0.1924587	-0.07106630
 0.0404599	 0.02912284
 0.1404954	 0.06278618
-0.2515664	-0.10719885
 0.0718129	 0.06218691
 0.0377902	 0.01636576
 0.1141457	 0.05291062
 0.0864580	 0.00929944
 0.2135806	 0.08174095
 0.0653710	 0.02723424
 0.2590306	 0.11543280
 0.0320865	 0.02523332
 0.0714148	 0.01934281
 0.1552802	 0.07165653
 0.1436580	 0.04633753
-0.0648284	-0.01824436
 0.0228439	 0.04671093
 0.0043353	 0.02820227
-0.2041170	-0.07807166
-0.0795566	-0.01701070
 0.0833994	 0.04030197
 0.2545961	 0.08611027
