           1   4.19971609    
 0.1599965	 0.03823126
 0.1803398	 0.09936097
-0.0172863	 0.00742997
-0.0823876	-0.01726314
 0.0725601	 0.07256014
-0.1214153	-0.04043646
 0.1214153	 0.04043646
 0.2699293	 0.11842309
 0.5050209	 0.18422528
 0.1953944	 0.14947939
 0.1578965	 0.09277212
 0.2170814	 0.08445926
 0.1501041	-0.00140217
-0.2444462	-0.11354777
-0.1532748	-0.12401374
 0.2544211	 0.15800732
-0.1055365	-0.08038629
-0.0838340	-0.04401952
 0.1233520	 0.03530654
 0.1327148	 0.04466933
-0.1485889	-0.06054339
 0.2934849	 0.13417047
 0.2661951	 0.18986875
 0.2476410	 0.09613471
